"","intHVSID","intVID","strVName","strVAlias","strGroupName","dtTime","dtTimeFix","dblLat","dblLon","dblAlt","dblSpeed","dblHeading","strHeading","strLocation","strLMGFLocation","intLocationType","strDescription","strVStatus","tintGPSStatus","tintDOP","tintFixStatus","tintUnitStatus","year","month","day","hour","minute","second"
"128",8574460,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:25:22.000",2016-06-03 10:25:22,5314798.7722892,-8476357.40875044,0.0009817,0,267,"W","158 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,25,22
"129",8574516,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:26:03.000",2016-06-03 10:26:04,5314801.58903003,-8476361.13795474,0.0008832,0.044739727,263,"W","158 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,26,4
"130",8574543,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:26:33.000",2016-06-03 10:26:33,5314801.58902978,-8476365.75771511,0.0009108,0.17895891,264,"W","158 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,26,33
"131",8574579,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:27:08.000",2016-06-03 10:27:08,5314798.62003229,-8476369.74295402,0.000927,0,263,"W","162 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,27,8
"132",8574643,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:28:03.000",2016-06-03 10:28:04,5314795.34652187,-8476401.76958173,0.0009094,0,275,"W","172 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,11,2,0,2016,6,3,10,28,4
"133",8574680,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:28:41.000",2016-06-03 10:28:42,5314795.49877794,-8476404.05163204,0.0008827,0.11184932,275,"W","172 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,10,2,0,2016,6,3,10,28,42
"134",8574705,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:29:10.000",2016-06-03 10:29:10,5314796.89953513,-8476402.5488185,0.0008939,0,275,"W","172 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,29,10
"135",8574727,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:29:40.000",2016-06-03 10:29:41,5314795.02678321,-8476414.19284092,0.0009452,0.044739727,264,"W","176 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,29,41
"136",8574770,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:30:08.000",2016-06-03 10:30:08,5314793.93053886,-8476411.56570002,0.0009268,0,259,"W","172 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,30,8
"137",8574832,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:31:27.000",2016-06-03 10:31:28,5314793.39764078,-8476439.96331131,0.0010565,0.044739727,83,"E","180 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,13,2,0,2016,6,3,10,31,28
"138",8574876,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:32:16.000",2016-06-03 10:32:17,5314790.15458473,-8476446.86512181,0.0010106,0.044739727,267,"W","180 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,13,2,0,2016,6,3,10,32,17
"139",8574927,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:33:04.000",2016-06-03 10:33:04,5314792.25571959,-8476440.68688817,0.0009592,0,89,"E","180 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,33,4
"140",8574963,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:33:47.000",2016-06-03 10:33:47,5314792.9713233,-8476444.3604326,0.0009106,0,260,"W","180 CORNING AVE W                                 ","                         ",2,"    Accessory On",14,4,13,2,0,2016,6,3,10,33,47
"141",8575024,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:34:52.000",2016-06-03 10:34:52,5314785.93708966,-8476480.95116072,0.0009524,0,80,"E","194 CORNING AVE W & CANNON                        ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,34,52
"142",8575066,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:35:28.000",2016-06-03 10:35:28,5314785.63257752,-8476482.32039089,0.0009705,0.044739727,80,"E","194 CORNING AVE W & CANNON                        ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,35,28
"143",8575175,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:37:14.000",2016-06-03 10:37:15,5314787.07900992,-8476483.06623179,0.0009639,0,261,"W","194 CORNING AVE W & CANNON                        ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,37,15
"144",8575221,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:37:55.000",2016-06-03 10:37:55,5314784.64291241,-8476499.7641607,0.0009764,0,259,"W","194 CORNING AVE W & CANNON                        ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,37,55
"145",8575260,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:38:31.000",2016-06-03 10:38:31,5314777.30417483,-8476506.36540826,0.0010581,0.17895891,266,"W","194 CORNING AVE W & CANNON                        ","                         ",2,"    Accessory On",14,4,19,2,0,2016,6,3,10,38,31
"146",8575354,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 10:39:49.000",2016-06-03 10:39:50,5314783.60757013,-8476526.56990273,0.0009668,0.044739727,337,"NW","200 CORNING AVE W & CANNON ST                     ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,10,39,50
"147",8576906,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 11:03:44.000",2016-06-03 11:03:45,5320339.80146702,-8472496.13540327,0.0009316,0.11184932,357,"N","1200 CANAL ST                                     ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,11,3,45
"148",8576969,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 11:05:02.000",2016-06-03 11:05:03,5320337.13540317,-8472489.47849543,0.0009286,0,106,"E","1200 CANAL ST                                     ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,11,5,3
"149",8577052,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 11:06:47.000",2016-06-03 11:06:48,5320330.08176578,-8472430.53480555,0.0010039,0,44,"NE","1200 CANAL ST                                     ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,11,6,48
"150",8577141,120,"DP1             ",4641432008,"STREET REPAIR","2016-06-03 11:08:33.000",2016-06-03 11:08:34,5320305.75208204,-8472374.15146389,0.0010261,0.11184932,106,"E","1261 CANAL ST SYRACUSE 13210                      ","                         ",2,"    Accessory On",14,4,9,2,0,2016,6,3,11,8,34
