"","Street.Name","From","To","Block","Ward","Overall","Crack","Patch","Length","Width","Date.R8d","DLO","P","O.L","Flush_Oil","Class","Pvmt"
"949","Demong Dr.","Phillips Rd","Albert","230","17",5,3,4,805,31,"6/15","1996","",NA,"O","Local","Base and Curbs"
"950","Demong Dr.","Albert","Carlton","400","17",5,2,3,745,31,"6/15","1996","",NA,"O","Local","Base and Curbs"
"951","Demong Dr.","Carlton","Doll","500","17",5,3,4,540,23,"6/15","1988","",NA,"O","Local","Base and Curbs"
"952","Demong Dr.","Doll","Gifford","600","17",5,3,4,545,23,"6/15","2004","1988",NA,"O","Local","Base and Curbs"
"953","Demong Dr.","Gifford","Barrington","700","17",6,3,4,380,23,"6/15","2004","1988",NA,"O","Local","Base and Curbs"
"954","Demong Dr.","Barrington","Manor Dr.","800","17",6,3,4,410,23,"6/15","2004","1988",NA,"O","Local","Base and Curbs"
"955","Devine St","Erie Blvd.","Lynch","100","6",8,5,4,377,31,"4/14","2001","1992",NA,"O","Local","Base and Curbs"
"956","Dewey Ave","W. Genesee","Waite","100","2",6,3,3,422,25,"4/15","1994","",NA,"O","Local","Base and Curbs"
"957","Dewitt Rd","E. Genesee St","E. Genesee St","100","17",6,3,5,2640,23,"5/14","1989","",NA,"O","Local","Base and Curbs"
"958","Dewitt St.","James","Highland","100","4",6,3,5,666,30,"5/15","1999","1984",NA,"F","Collector","No Base 3 Asphalt"
"959","Dewitt St.","Highland","Park St.","200","4",6,3,5,486,30,"5/15","1999","1984",NA,"F","Collector","No Base 3 Asphalt"
"960","Dewitt St.","Park St.","Farmer","300","4",7,2,4,384,27,"4/14","2009","1986",NA,"F","Local","No Base 3 Asphalt"
"961","Dewitt St.","Farmer","Sidney","400","4",8,4,4,512,27,"4/14","2009","1986",NA,"F","Local","No Base 3 Asphalt"
"962","Dewitt St.","Sidney","Rugby Rd.","500","4",6,2,5,433,27,"4/14","2009","1986",NA,"F","Local","No Base 3 Asphalt"
"963","Dewitt St.","Rugby Rd.","Elsner","600","4",8,4,4,570,27,"4/14","2009","1986",NA,"F","Local","No Base 3 Asphalt"
"964","Dewitt St.","Elsner","Scoville","700","4",8,4,4,312,27,"4/14","2009","1986",NA,"F","Local","No Base 3 Asphalt"
"965","Dewitt St.","Scoville","Mertens","800","4",8,4,4,665,27,"4/14","2009","1986",NA,"F","Local","No Base 3 Asphalt"
"966","Dewitt St.","Mertens","Grant Blvd.","900","4",8,4,4,449,27,"4/14","2009","1986",NA,"F","Local","No Base 3 Asphalt"
"967","Diana Ave","Thayer","Jean","100","14",7,4,4,639,28,"3/15","1989","",NA,"O","Local","Base and Curbs"
"968","Dickerson St","S. Clinton","Granger","100","8",7,3,4,845,22,"6/14","2005","",NA,"F","Local","No Base 3 Asphalt"
"969","Didama St","Beattie","Candee","100","17",8,4,5,827,28,"6/15","2006","1992",NA,"O","Local","Base and Curbs"
"970","Dillaye Ave.","Burnet","Vann","100","6",6,3,5,363,28,"4/14","1980","",NA,"O","Local","Base and Curbs"
"971","Dillaye Ave.","Vann","Henninger H.S.","200","6",5,3,5,186,28,"4/14","1980","",NA,"O","Local","Base and Curbs"
"972","Division St W","Clinton","Solar","200","2",6,4,3,700,33,"4/14","1980","",NA,"O","Local","Base and Curbs"
"973","Division St., E.","State","Salina","200","2",6,3,3,400,33,"4/14","1980","",NA,"F","Local","Base and Curbs"
"974","Division St., E.","Salina","Townsend","300","2",5,3,2,380,33,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"975","Division St., E.","Townsend","Lodi","400","3",5,3,2,500,33,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"976","Division St., E.","Lodi","Park St.","600","3",5,3,2,1200,33,"4/14","1980","",NA,"O","Local","Base and Curbs"
"977","Division St., E.","Park St.","Carbon","700","3",6,3,4,485,33,"4/14","1980","",NA,"O","Local","Base and Curbs"
"978","Division St., E.","Carbon","Spring","800","3",5,3,3,330,33,"4/14","1980","",NA,"O","Local","Base and Curbs"
"979","Division St., E.","Gilbert St.","dead end","1000","3",8,4,5,170,37,"4/15","2006","",NA,"O","Local","Base and Curbs"
"980","Dodge Dr","Buckingham","dead end","100","19",5,3,4,158,16,"5/14","1980","",NA,"O","Local","Base and Curbs"
"981","Doll Pkwy","Carlton","Demong","100","17",6,2,4,2014,22,"6/15","2004","1988",NA,"O","Local","Base and Curbs"
"982","Dorchester Ave","Wheaton","Gray","100","4",3,2,1,396,27,"5/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"983","Dorchester Ave","Rugby Rd.","Wheaton","100","4",3,2,1,246,NA,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"984","Dorchester Ave","Gray","Fordham","200","4",3,2,2,715,27,"5/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"985","Dorothy St","Sedgwick","Vine","100","6",7,4,3,821,27,"4/15","2002","1988",NA,"O","Local","Base and Curbs"
"986","Dorothy St","Vine","Wilson","200","6",8,4,5,587,27,"4/15","2002","",NA,"O","Local","Base and Curbs"
"987","Dorset Rd","Berkely","Stratford","100","16",4,2,2,898,24,"4/14","1998","",NA,"F","Local","No Base 3 Asphalt"
"988","Dorwin Ave","S. Salina","Ida Ave","100","14",8,4,5,924,27,"6/15","1988","",NA,"F","Local","No Base Full Asphalt"
"989","Dorwin Ave.","Ida Ave","Brookside","200","14",6,4,2,723,27,"6/15","1989","",NA,"F","Local","No Base Full Asphalt"
"990","Dorwin Ave.","Brookside","Valley Dr.","300","13",5,3,2,1415,27,"4/15","1980","",NA,"O","Local","No Base Full Asphalt"
"991","Dougall Ave","Colvin","Elk","100","19",6,3,3,317,25,"5/14","1980","",NA,"O","Local","Base and Curbs"
"992","Douglas St","Lodi","Rosewood","100","6",4,2,2,420,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"993","Douglas St","Rosewood","Highland","200","6",4,2,2,470,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"994","Douglas St","Highland","Graves","300","6",7,4,4,730,27,"4/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"995","Douglas St","Graves","Oak","400","4",2,2,1,850,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"996","Driscoll Ave","Avery","Hayden","100","7",6,3,4,263,25,"6/14","1990","",NA,"O","Local","Base and Curbs"
"997","Driscoll Ave","Hayden","Myrtle","200","7",5,2,3,283,NA,"6/14","1990","",NA,"O","Local","Base and Curbs"
"998","Driscoll Ave","Myrtle","City Line","300","7",7,4,4,564,NA,"6/14","1990","",NA,"O","Local","Base and Curbs"
"999","Duane St","Bellevue","Grant Av","100","11",5,3,2,399,28,"4/14","1990","",NA,"O","Local","Base and Curbs"
"1000","Duane St","Grant Av","Laforte","200","11",5,3,3,315,NA,"4/14","1990","",NA,"O","Local","Base and Curbs"
"1001","Duane St","Laforte","Stolp","300","11",6,3,3,303,NA,"4/14","1990","",NA,"O","Local","Base and Curbs"
"1002","Dudley St","Delaware","Fitch","100","10",6,3,2,276,34,"4/14","1992","",NA,"F","Local","No Base 3 Asphalt"
"1003","Dudley St.","Fitch","Putnam","200","11",6,4,2,360,34,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1004","Dudley St.","Putnam","Elliot","300","11",7,3,3,168,34,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1005","Dudley St.","Elliot","Onondaga","400","11",7,3,3,360,34,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1006","Dudley St.","Onondaga","Bellevue","500","11",5,3,3,387,34,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1007","Dunlap Ave.","Taft","Fobes","100200","4",5,3,5,1080,NA,"5/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1008","Durston Ave","James","Chatham","100","4",8,4,4,1140,25,"4/14","2005","",NA,"F","Local","No Base 3 Asphalt"
"1009","Durston Ave.","Chatham","Rugby Rd.","200","4",7,4,3,438,25,"4/14","2005","1989",NA,"F","Local","No Base 3 Asphalt"
"1010","Durston Ave.","Rugby Rd.","Kline","300","4",8,4,5,387,25,"5/15","2006","",NA,"F","Local","No Base 3 Asphalt"
"1011","Durston Ave.","Kline","Mertens","400","4",8,4,5,1155,25,"5/15","2006","",NA,"F","Local","No Base 3 Asphalt"
"1012","Durston Ave.","Mertens","Grant Blvd.","500","4",8,4,5,459,25,"5/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"1013","East Ave","Salt Springs","Blossom Rd.","100","17",4,2,3,550,27,"5/14","1986","",NA,"F","Local","No Base 3 Asphalt"
"1014","East Ave","Blossom","E. Genesee","200","17",5,2,2,664,27,"5/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1015","Eastman Ave","May","South","100","13",8,5,4,264,25,"4/15","2007","",NA,"F","Local","No Base 3 Asphalt"
"1016","Eastwood Rd.","North","Edtim Rd.","100","4",6,3,3,262,35,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1017","Eastwood Rd.","Edtim Rd","Grant Blvd.","200","4",7,3,5,368,35,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1018","Edgehill Rd","Salt Springs","dead end","100","17",6,3,4,1138,25,"5/14","2001","",NA,"O","Local","Base and Curbs"
"1019","Edgemont Dr","Kimber Rd.","Hadden Rd.","100","17",6,2,4,1254,25,"5/14","1989","",NA,"O","Local","Base and Curbs"
"1020","Edgemont Dr","Hadden Rd.","Lockwood Rd.","200","17",6,2,4,1101,25,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1021","Edgewood Ave","Elmwood","Fairfield","100","13",5,2,3,469,26,"6/14","1993","",NA,"O","Local","Base and Curbs"
"1022","Edgewood Ave","Fairfield","Hutchinson","200","13",6,3,4,323,26,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1023","Edgewood Ave","Hutchinson","Lynch","300","13",4,2,3,293,26,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1024","Edgewood Dr","Maplewood","dead end","100","14",4,2,2,422,16,"6/15","2004","1995",NA,"O","Local","Base and Curbs"
"1025","Edison St","Sand","Geddes","100","2",7,4,4,852,18,"4/14","1994","",NA,"O","Local","Base and Curbs"
"1026","Edison St","Geddes","Liberty","200","2",6,2,4,705,NA,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1027","Edmund Ave","W. Newell","dead end","100","13",3,2,2,106,22,"4/15","1991","",NA,"O","Local","No Base 3 Asphalt"
"1028","Edna Rd","Gary","Hayes","100200","14",5,2,3,1330,27,"6/15","1991","",NA,"O","Local","Base and Curbs"
"1029","Edtim Rd","Village Dr.","Eastwood Rd.","100","4",6,3,4,792,32,"4/14","2005","",NA,"F","Local","Base and Curbs"
"1030","Edwards Ave.,N.","James","Tyson","100","5",5,3,3,705,29,"4/14","1985","",NA,"O","Local","Base and Curbs"
"1031","Edwards Ave.,N.","Tyson","Coughlin","200","4",6,3,4,1027,29,"5/15","1999","1985",NA,"O","Local","Base and Curbs"
"1032","Edwards Ave.,N.","Coughlin","City Line","300","4",4,2,3,1177,29,"5/15","1980","",NA,"O","Local","Base and Curbs"
"1033","Edwards Ave.,S.","James","Northcliffe","100","5",6,3,3,891,24,"4/14","1989","",NA,"O","Local","Base and Curbs"
"1034","Edwards Ave.,S.","Northcliffe","Glencove","200","5",5,3,3,846,24,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1035","Edwards Ave.,S.","Glencove","Sunnycrest","300","5",6,3,3,720,24,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1036","Edwards Ave.,S.","Sunnycrest","Caleb","400","5",6,3,2,843,24,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1037","Edwards Ave.,S.","Caleb","Burnet","500","5",6,3,4,545,31,"4/14","2001","",NA,"O","Local","Base and Curbs"
"1038","Eldorado St.","Teall","Hixson","100","5",4,3,3,675,27,"4/14","1993","",NA,"O","Local","Base and Curbs"
"1039","Eldorado St.","Hixson","dead end","200","5",6,3,5,430,27,"1211","1980","",NA,"O","Local","Base and Curbs"
"1040","Elizabeth Blackwell St.","Harrison","Adams","100","15",4,3,2,549,NA,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1041","Elizabeth St","S. State","Garfield","100","19",3,2,1,507,27,"3/15","1989","",NA,"F","Local","No Base 3 Asphalt"
"1042","Elizabeth St","Garfield","dead end","200","19",6,3,4,300,27,"3/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1043","Elk St","S. Salina","S. State","100","19",5,3,2,490,27,"3/15","1992","",NA,"F","Local","No Base 3 Asphalt"
"1044","Elk St","S. State","Dougall","200","19",5,3,3,660,27,"3/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1045","Ellen St","Kenwood","dead end","100","1",4,2,2,215,NA,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1046","Elliot St","Putnam","Dudley","100","11",5,3,2,261,28,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1047","Elliot St","Dudley","Bradley","200","11",4,2,2,636,28,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1048","Elliot St","Bradley","Geddes","300","11",5,4,2,518,28,"3/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1049","Elliot St","Geddes","Arthur","400","11",7,4,3,768,28,"3/15","2004","",NA,"O","Local","Base and Curbs"
"1050","Ellis St","E. Fayette","Lexington","300","17",7,4,3,278,28,"5/14","2003","",NA,"F","Local","No Base 3 Asphalt"
"1051","Ellis St","Lexington","Genesee","400","17",6,4,3,831,28,"5/14","2003","",NA,"F","Local","No Base 3 Asphalt"
"1052","Elm Street","Burnet","Hawley","300","6",7,4,3,1160,35,"9/14","2012","1993",NA,"F","Local","No Base 3 Asphalt"
"1053","Elm Street","Hawley","Lincoln Pk. Dr.","400","6",8,4,4,904,35,"9/14","2012","",NA,"F","Local","No Base 3 Asphalt"
"1054","Elm Street","Lincoln Pk. Dr.","Sedgwick","500","6",8,3,5,870,35,"9/14","2012","",NA,"F","Local","No Base 3 Asphalt"
"1055","Elmhurst Ave E","Hatch","creek","100","19",3,3,1,525,27,"5/14","1992","",NA,"F","Local","No Base 3 Asphalt"
"1056","Elmhurst Ave W","creek","Randall","100","13",5,3,2,531,27,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1057","Elmhurst Ave W","Randall","Bishop","200","13",6,3,4,312,27,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1058","Elmhurst Ave W","Bishop","South Av","300","13",4,2,2,343,27,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1059","Elmwood Ave","Glenwood","Edgewood","100","13",5,3,4,1088,24,"6/14","1991","",NA,"O","Local","Base and Curbs"
"1060","Eloise Ter","Onondaga Ave","dead end","100","12",6,3,3,317,18,"3/14","1994","",NA,"F","Local","No Base 3 Asphalt"
"1061","Elsner St","Schiller Park","Oak","100","4",5,3,4,396,28,"5/15","1988","",NA,"O","Local","Base and Curbs"
"1062","Elsner St","Helen","Dewitt","200","4",5,3,4,291,28,"4/14","2001","",NA,"O","Local","Base and Curbs"
"1063","Elsner St","Oak","Helen","200","4",7,4,4,317,28,"4/14","2001","",NA,"O","Local","Base and Curbs"
"1064","Emerson Ave","Tompkins","Ulster","100","8",8,4,5,480,36,"6/14","2005","",NA,"O","Local","Base and Curbs"
"1065","Emerson Ave.","Erie Blvd","Kane Rd.","1000","7",5,3,1,501,30,"4/15","2004","",NA,"F","Local","No Base 3 Asphalt"
"1066","Emerson Ave.","Ulster","Schuyler","200","7",7,3,4,534,36,"6/14","2005","",NA,"O","Local","Base and Curbs"
"1067","Emerson Ave.","Schuyler","Hamilton","300","7",7,4,4,343,36,"6/14","2005","",NA,"O","Local","Base and Curbs"
"1068","Emerson Ave.","Hamilton","Genesee","400","7",7,3,4,687,36,"6/14","2005","",NA,"O","Local","Base and Curbs"
"1069","Emerson Ave.","Genesee","Erie St.","500","7",6,3,4,498,36,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1070","Emerson Ave.","Herkimer","Harbor","700","7",6,4,2,279,36,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1071","Emerson Ave.","Harbor","Milton","800","7",5,3,1,1964,36,"4/15","2004","1997",NA,"F","Local","No Base 3 Asphalt"
"1072","Emerson Ave.","Milton/Chemung","Erie Blvd.","900","7",5,3,2,1239,36,"4/15","1997","",NA,"F","Local","No Base 3 Asphalt"
"1073","Empire Ave","Atlantic","Ballantyne","100","13",7,3,4,350,25,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1074","Empire Ave","Ballantyne","Pacific","200","13",5,3,3,583,25,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1075","Enfield Pl","Edgemont","Hillsboro","100","17",5,3,4,545,26,"5/14","1988","",NA,"O","Local","Base and Curbs"
"1076","Englert Ave","Cadillac","Court","100","1",5,2,3,1003,23,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1077","Englewood Ave","Valley Dr.","Smith","100","13",7,4,3,250,27,"6/14","1991","",NA,"O","Local","Base and Curbs"
"1078","Englewood Ave","Smith","Mains","200","13",6,3,3,340,27,"6/14","1991","",NA,"O","Local","Base and Curbs"
"1079","Englewood Ave","Mains","Ames","300","13",6,3,4,335,27,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1080","Englewood Ave","Ames","Barnes","400","13",6,3,3,350,27,"6/14","1991","",NA,"O","Local","Base and Curbs"
"1081","Erickson St.","Glencove","Sunnycrest","100","5",6,3,3,686,22,"4/15","2002","1993",NA,"O","Local","Base and Curbs"
"1082","Erickson St.","Sunnycrest","Burnet","200","5",6,3,4,686,26,"4/15","2002","1989",NA,"O","Local","Base and Curbs"
"1083","Erie Blvd. E.","Warren","Montgomery","200","9",5,3,4,345,56,"4/15","1980","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1084","Erie Blvd. E.","Montgomery","State","300","9",5,3,2,564,56,"4/14","1980","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1085","Erie Blvd. E.","State","Townsend","400","9",5,4,2,474,56,"4/14","1980","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1086","Erie Blvd. E.","Townsend","McBride","500","9",4,3,1,438,56,"4/14","1980","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1087","Erie Blvd. E.","McBride","Almond","600","9",5,3,3,466,56,"4/15","1980","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1088","Erie Blvd. E.","Almond","Forman","700","6",8,3,5,602,56,"4/14","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1089","Erie Blvd. E.","S. Crouse","University Ave","1000","6",7,3,5,560,56,"4/14","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1090","Erie Blvd. E.","University Ave","Walnut","1100","6",7,4,5,627,56,"4/14","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1091","Erie Blvd. E.","Walnut","Pine","1200","6",7,3,5,627,56,"4/14","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1092","Erie Blvd. E.","Pine","Beech","1300","6",7,3,5,525,56,"4/14","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1093","Erie Blvd. E.","Beech","Maple","1400","6",10,5,5,663,56,"9/14","2014","1997",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1094","Erie Blvd. E.","Maple","Cherry","1500","6",10,5,5,552,56,"9/14","2014","1997",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1095","Erie Blvd. E.","Cherry","Columbus/Teall","1600","6",10,5,5,533,56,"9/14","2014","1997",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1096","Erie Blvd. E.","Columbus/Teall","Wescott","1700","6",10,5,5,861,56,"11/13","2013","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1097","Erie Blvd. E.","Wescott","Ives Ave","1800","6",10,5,5,755,56,"11/13","2013","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1098","Erie Blvd. E.","Ives Ave","Westmoreland","1900","6",10,5,5,216,56,"11/13","2013","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1099","Erie Blvd. E.","Westmoreland","Bruce","2000","5",10,5,5,725,56,"11/13","2013","1999",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1100","Erie Blvd. E.","Bruce","Beattie","2100","5",10,5,5,1164,56,"11/13","2013","1999",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1101","Erie Blvd. E.","Beattie","Seeley","2223","5",10,5,5,1208,56,"11/13","2013","1999",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1102","Erie Blvd. E.","Seeley","Lime","2427","5",7,4,4,2677,56,"4/15","1999","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1103","Erie Blvd. E.","Lime","Smith","2800","5",7,4,4,951,56,"4/15","1999","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1104","Erie Blvd. E.","Smith","City Line","2930","5",7,4,4,2640,56,"4/15","1999","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1105","Erie Blvd. E.","Forman","S. Crouse","800900","6",7,3,4,903,56,"4/14","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1106","Erie Blvd. W.","Clinton","Franklin","200","9",6,3,4,537,56,"4/15","1980","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1107","Erie Blvd. W.","Franklin","West","St.","300",9,6,3,975,56,"4/15","1980","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1108","Erie Blvd. W.","West","St.","Plum","400",2,7,4,399,56,"4/14","2001","1996",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1109","Erie Blvd. W.","Plum","Leavenworth","500","2",7,3,4,765,56,"4/14","2001","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1110","Erie Blvd. W.","Leavenworth","Van Rennselaer","600","2",7,3,4,820,56,"4/14","2001","1995",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1111","Erie Blvd. W.","Van Rennselaer","Geddes","700","2",5,3,3,1245,56,"4/14","2001","",NA,"F","Principal Arterial","No Base Full Asphalt"
"1112","Erie Blvd. W.","Geddes","Wall","800","2",5,4,1,582,56,"4/14","2003","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1113","Erie Blvd. W.","Wall","Liberty","900","2",6,3,4,354,56,"4/14","2003","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1114","Erie Blvd. W.","Liberty","Genesee","1000","2",7,4,4,1710,56,"4/14","2003","",NA,"F","Local","No Base Full Asphalt"
"1115","Erie Blvd. W.","Genesee","Hiawatha Blvd.","1400","2",5,4,2,1500,36,"4/14","1980","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1116","Erie Blvd. W.","Hiawatha Blvd.","Harbor/Fayette","1600","2",7,3,3,369,48,"4/15","2004","",NA,"F","Principal Arterial","No Base Full Asphalt"
